id,province,city,district,location,bd_lat,bd_lon,tdt_lat,tdt_lon,status
fc2d53bc-f5ab-47c5-a5bb-95f2bed76550,北京市,北京市,海淀区,沧州临港经济技术开发区西区，北至国有空地，南至河北康壮环保科技股份有限公司用地，西至国有空地，东至经四路。,0.0,0.0,39.986692,116.349352,0
24EFC278A4AA0560E055000000000001,北京市,北京市,东城区,东至纵一路红线，南至扬州惠通化工技术有限公司围墙，西至海容装备（扬州）有限公司围墙，北至横一路红线,0.0,0.0,39.90312,116.401,0
93c97e7a-6e49-4c31-9ed8-f7b9a89f69d4,北京市,北京市,丰台区,地块位于秦安县东滨河北路以东区域，东与蔡店村居民区相邻 南 北与规划建设用地相邻，西与规划东滨河北路相邻,0.0,0.0,39.866748,116.36524,0
0d335ab1-25bb-4584-b25b-6ad4ec1bac47,北京市,北京市,西城区,东至国有空地，南至沧州骏兴名华轻钢彩板有限公司用地，西至B-2016-7号地块，北至国有空地,0.0,0.0,39.881664,116.34604,0
f19a7fcb-b899-4fd0-b41f-32252d386091,北京市,北京市,顺义区,石嘴山生态经济开发区，平西公路东侧，纬一路北侧，宁夏泽惠道路资源再生利用有限公司南侧，未利用地西侧,0.0,0.0,40.02448,116.674992,0
fca6a1b6-279f-4507-8da9-200e71d7c455,北京市,北京市,朝阳区,北部新区两路组团C分区C89-1/01 C94-1/02 C96-1/02 C91-1/02  C97-1/02 C92-1/02号宗地,0.0,0.0,39.964328,116.476776,0
5428d349-6f52-4ada-8cfa-ba09730039a4,北京市,北京市,000反查无结果,高庄乡广华八队辖区内，平罗县创威农业综合开发有限公司用地南侧，水泥路中心线北侧，宁夏坦懿藏獒繁殖基地东侧，平罗县创威农业综合开发有限公司和水泥路中心线西侧。,0.0,0.0,0.0,0.0,0
57C89405C332727FE055000000000001,北京市,北京市,朝阳区,东至：距雷达河规划河道岸线10米；南至：南侧现状企业用地北界；西至：光波路规划东红线；北至：距朝阳河规划河道岸线50米。,0.0,0.0,39.944432,116.479304,0
3ddf4132-1c2e-4ddc-9335-cef2f7e435cb,北京市,北京市,000反查无结果,红寺堡区城区劳动街南侧 南川路西侧，四至：东至南川路林带，南至园地，西至天然气储藏站用地，北至红寺堡区城区气门站用地,0.0,0.0,0.0,0.0,0
afb8a296-eabb-4e7c-958b-cf7dbfd9ccd8,北京市,北京市,密云区, 费城街道办事处永胜村，东至政府储备用地，南至永胜庄村土地，西至曹车村 居龙亭村土地，北至永胜庄村土地,0.0,0.0,40.59244,117.08652,0
3fdf4051-3d72-4e50-96e2-20a941b72142,北京市,北京市,东城区, 费县胡阳镇北尹村，东至北尹村土地，南至北尹村土地，西至北尹村土地，北至北尹村土地,0.0,0.0,39.90312,116.401,0
6a7df5c4-d574-41cc-8e1a-d3c1b4eee3a7,北京市,北京市,房山区,费城街道办事处小安子村，东至沂蒙路，南至费县农业生产资料公司 石海公园，西至小安子村土地，北至费县交通运输局用地,0.0,0.0,39.5881,115.89808,0
722b9603-26b5-487d-8e96-2897724afa7f,北京市,北京市,海淀区,滨海新城东邻宁波杭州湾新区荣海置业有限公司，西临规划海涛路，南临规划滨海七路，北临规划路,0.0,0.0,39.99632,116.308432,0
